"token","lsd","n"
"islwyn",0,1
"isolate",-1,1
"isolationism",-1,1
"issue.may",0,1
"issues.the",0,1
"it.for",0,1
"it.there",0,1
"it.would",0,1
"italian",0,1
"jack",0,1
"jailed",-1,1
"jamme",0,1
"jams",0,1
"janice",0,1
"japan",0,1
"japanese",0,1
"jay",0,1
"jeddah",0,1
"jefford",0,1
"jeopardy",-1,1
"jerk",-1,1
"jewish",0,1
"jews",0,1
"jill",0,1
"jim.t.e",0,1
"jobcentres",0,1
"jobseeker's",0,1
"joe",0,1
"johannesburg",0,1
"joining",1,1
"joke",1,1
"jot",0,1
"journalist",0,1
"joust",0,1
"joys",1,1
"judgement",0,1
"julius",0,1
"junction",0,1
"junior",0,1
"junked",-1,1
"juries",0,1
"jurisdiction.no",0,1
"jurisdictions",0,1
"jurisprudential",0,1
"jurists",0,1
"justice's",0,1
"justifying",1,1
"juveniles",0,1
"kashmir",0,1
"keele",0,1
"keeper",0,1
"kelly",0,1
"kemptown",0,1
"kenneth",0,1
"kenny",0,1
"kensington",0,1
"kerb",0,1
"keynes",0,1
"kick",-1,1
"kicked",-1,1
"kidding",1,1
"kill",-1,1
"kilter",0,1
"kincardine",0,1
"kingdom.rose",0,1
"kingdom's",0,1
"kirkby",0,1
"kissenger",1,1
"kitchens",0,1
"knee",0,1
"knit",0,1
"knives",-1,1
"knockabout",0,1
"knows.of",0,1
"kuwait.i",0,1
"kwasi",0,1
"label",0,1
"labelling",0,1
"labs",0,1
"lacked",-1,1
"ladies",0,1
"laffer",0,1
"lagging",-1,1
"laing",0,1
"lambeth",0,1
"lamentably",-1,1
"lamenting",-1,1
"lamping",0,1
"lancaster",0,1
"landmark",0,1
"landslide",0,1
"langbaurgh",0,1
"lapidary",0,1
"lapse",-1,1
"lapses",-1,1
"lasts",0,1
"later.i",0,1
"later.no",0,1
"latin",0,1
"latitude",0,1
"latvia",0,1
"laudable",1,1
"lauded",1,1
"laughs",0,1
"launch",0,1
"law.my",0,1
"lawyer.i",0,1
"laying",0,1
"layman's",0,1
"layng",0,1
"laziness",-1,1
"lazy",-1,1
"lea",0,1
"leaflets",0,1
"leafy",0,1
"leamington",0,1
"leaned",0,1
"leanne",0,1
"learners",1,1
"leases",0,1
"lebanon",0,1
"lecturer's",0,1
"lecturers",0,1
"lectures",0,1
"leg",0,1
"legal.red",0,1
"legalese",0,1
"legion",0,1
"legislated",0,1
"legislation.i",0,1
"legislation.no",0,1
"legislation.the",0,1
"legitimately",1,1
"legitimisation",0,1
"lender",0,1
"lenders",0,1
"lengths",0,1
"lesmahagow",0,1
"lessen",0,1
"levellers",0,1
"leveraged",0,1
"levied",0,1
"levy",0,1
"lewis",0,1
"lex.as",0,1
"lga",0,1
"liaison",0,1
"liberalised",0,1
"liberated",1,1
"libertarian",1,1
"liberties.we",1,1
"libraries",0,1
"license",0,1
"licensed",0,1
"lied",-1,1
"lifeboat",0,1
"lifeline",0,1
"lifelong",0,1
"lifetimes",0,1
"lifted",0,1
"lightened",1,1
"lighter",0,1
"like.could",0,1
"limitation",-1,1
"limitations",-1,1
"limousines",0,1
"lincolnshire",0,1
"liner",0,1
"list.the",0,1
"listens",0,1
"lite",0,1
"literacy",0,1
"lithuania",0,1
"lithuanian",0,1
"litigious",0,1
"livelihoods",1,1
"liverpool.it",0,1
"liversidge",0,1
"livid",-1,1
"livni",0,1
"liza",0,1
"lo",0,1
"loans",0,1
"lobby.my",0,1
"lobby.so",0,1
"lobbyists",0,1
"locals",0,1
"located.i",0,1
"locke",0,1
"locks",0,1
"locksmith",0,1
"locus",0,1
"lofty",0,1
"logistical",0,1
"logistics",0,1
"london.i",0,1
"london.yes",0,1
"londoners",0,1
"lonsdale",0,1
"loopholes",0,1
"loosely",0,1
"loosen",0,1
"loquacious",0,1
"lordships",0,1
"lorries",0,1
"lose.and",-1,1
"losers",-1,1
"loses",-1,1
"losser",-1,1
"lost.the",-1,1
"loth",0,1
"lothian",0,1
"loudly",0,1
"loughborough",0,1
"loughbrickland",0,1
"louis",0,1
"lousy",-1,1
"louth",0,1
"louts",0,1
"lowered",0,1
"lowering",0,1
"loyalist",1,1
"loyalties",1,1
"luck",1,1
"luggage",0,1
"lump",0,1
"lunch",0,1
"luton",0,1
"lyme",0,1
"lymphoedema",0,1
"lyons's",0,1
"lyrical",0,1
"lysenko",0,1
"macaskill",0,1
"macbrayne",0,1
"macclesfield",0,1
"macdonald",0,1
"machinations",0,1
"machinery",0,1
"macmillan",0,1
"macroeconomic",0,1
"madejski",0,1
"maff",0,1
"maghull",0,1
"magnitude",0,1
"mail.as",0,1
"mail's",0,1
"maintains",0,1
"majesty",1,1
"majorities",0,1
"makerfield",0,1
"malevolent",-1,1
"management's",0,1
"manager",0,1
"managerial",0,1
"manages",0,1
"managing",0,1
"mancunian",0,1
"mancunians",0,1
"mandated",0,1
"manifest",0,1
"manifestos.i",0,1
"manipulating",0,1
"manoeuvre",0,1
"manufacture",0,1
"manufacturers",0,1
"maps",0,1
"marathon",0,1
"marble",0,1
"marginally",0,1
"margins",0,1
"marketability",0,1
"marking",0,1
"marrying",0,1
"martin",0,1
"marvellous",1,1
"mary",0,1
"masjid",0,1
"mask",0,1
"masking",0,1
"massively",0,1
"mast",0,1
"masterclass",0,1
"matches",0,1
"mathematician",0,1
"mattered",0,1
"matters.i",0,1
"matthew",0,1
"maundy",0,1
"maxim",0,1
"maximise",0,1
"maximised",0,1
"maxwell",0,1
"may.does",0,1
"mayor's",0,1
"mayoral",0,1
"mccann",0,1
"mcduff",0,1
"mcguinness",0,1
"mckinnon",0,1
"mclean",0,1
"mcnulty",0,1
"mcwhirter",0,1
"meaningless",-1,1
"measures.in",0,1
"mechanical",0,1
"mechanistic",0,1
"meddling",-1,1
"media.that",0,1
"media's",0,1
"mediocre",-1,1
"mediterranean",0,1
"medley",0,1
"meets",0,1
"meirionnydd",0,1
"mel",0,1
"melling",0,1
"meltdown",0,1
"melted",0,1
"melton",0,1
"members.yes",0,1
"memorable",1,1
"memorandum",0,1
"memorandums",0,1
"memory",0,1
"mens",0,1
"merchants",0,1
"mercies",0,1
"merciful",1,1
"mercifully",1,1
"mercury",0,1
"mercy",1,1
"mere",0,1
"merkel",0,1
"mervyn",0,1
"messages",0,1
"messy",-1,1
"meters",0,1
"methodology",0,1
"metropolis",0,1
"mexico",0,1
"michael.then",0,1
"michel",0,1
"middlesbrough",0,1
"middleton",0,1
"midlothian",0,1
"midst",0,1
"midwives",0,1
"migrated",0,1
"mile",0,1
"mileage",0,1
"milk",0,1
"millan",0,1
"millionaire's",0,1
"mills",0,1
"mimicking",0,1
"mind.that",0,1
"mindedly",0,1
"mindset",0,1
"miners",0,1
"mines",0,1
"minimise",0,1
"minimising",0,1
"minister.i",0,1
"minister.indeed",0,1
"ministers.rose",0,1
"ministership",0,1
"minorities",0,1
"minuted",0,1
"miracle",1,1
"miraculous",1,1
"mirage",0,1
"miscarriages",-1,1
"misheard",0,1
"misinformation",-1,1
"misinterpreted",0,1
"mismanaged",0,1
"mispronouncing",0,1
"misread",0,1
"misreading",0,1
"misrepresenting",-1,1
"missiles",0,1
"mistaken",-1,1
"mistakenly",-1,1
"mistook",-1,1
"mists",0,1
"misunderstanding",-1,1
"mitigation",1,1
"mitochondrial",0,1
"mobilise",0,1
"mobilising",0,1
"mock",-1,1
"mockery",-1,1
"mocking",-1,1
"moderately",1,1
"modernise",0,1
"modernised",0,1
"modesty",1,1
"modifications",0,1
"mogg",0,1
"moment.it",0,1
"monarch",0,1
"monitors",0,1
"monologue",0,1
"monsieur",0,1
"monstrosities",0,1
"monthly",0,1
"months.the",0,1
"mood",0,1
"moonies",0,1
"moral",1,1
"morality",1,1
"morally",1,1
"moray",0,1
"more.more",0,1
"mores",0,1
"morning.if",0,1
"morphs",0,1
"mortgage",0,1
"mosque",0,1
"mothball",0,1
"motoring",0,1
"motorway",0,1
"mottram",0,1
"mountain",0,1
"mounted",0,1
"mp.does",0,1
"mrc's",0,1
"ms",0,1
"msp",0,1
"mubarak",0,1
"muck",0,1
"muddled",-1,1
"mugabe's",0,1
"mugger",0,1
"multiannual",0,1
"multicultural",0,1
"multiple",0,1
"multiplied",0,1
"mumbling",-1,1
"municipal",0,1
"murphy",0,1
"murray",0,1
"mushroom",0,1
"mutual",0,1
"mutually",0,1
"myps",0,1
"mystery",0,1
"mystifying",0,1
"naive",-1,1
"namby",0,1
"name.no",0,1
"namesake",0,1
"narrative",0,1
"narrow",0,1
"narrowly",0,1
"nasty",-1,1
"nathaniel",0,1
"nation's",0,1
"nationalising",0,1
"nationally.no",0,1
"nationals",0,1
"nationwide",0,1
"native",0,1
"navel",0,1
"nazi",0,1
"nct",0,1
"nct's",0,1
"nearby",0,1
"nearer",0,1
"necessitate",0,1
"neck",0,1
"needs.i",0,1
"negate",-1,1
"negotiation",0,1
"negotiation.does",0,1
"neighbourly",0,1
"neo",0,1
"nephews",0,1
"nest",0,1
"net",0,1
"netted",0,1
"network's",0,1
"networking",0,1
"neurological",0,1
"neutralised",0,1
"newark",0,1
"newcomer",0,1
"newry",0,1
"niceties",1,1
"nick",0,1
"nieces",0,1
"night.one",0,1
"nights",0,1
"nilly",0,1
"ninth",0,1
"nit",0,1
"nithsdale",0,1
"nodding",0,1
"nods",0,1
"noisier",0,1
"nominate",0,1
"nomination",0,1
"nonsense.what",-1,1
"nonsensical",-1,1
"norm",0,1
"normality",0,1
"norman",0,1
"normanton",0,1
"norms",0,1
"north.i",0,1
"north.we",0,1
"northerly",0,1
"northumberland",0,1
"northwick",0,1
"norton",0,1
"norwich",0,1
"not.english",0,1
"not.not",0,1
"not.the",0,1
"notable",1,1
"notching",0,1
"notices",0,1
"noticing",0,1
"notified",0,1
"noting",0,1
"notorious",1,1
"nought",0,1
"noun",0,1
"nowadays",0,1
"nuisance",-1,1
"numeracy",0,1
"nuns",0,1
"nurseries",0,1
"nursery",0,1
"nuts",0,1
"nutters",0,1
"nye",0,1
"oak",0,1
"oakley",0,1
"obdurate",0,1
"obey",0,1
"obfuscation",0,1
"objected",0,1
"objectionable",-1,1
"oblige",1,1
"obliges",1,1
"obnoxious",-1,1
"obr",0,1
"obscure",-1,1
"observation",0,1
"observations",0,1
"observers",0,1
"observing",0,1
"obsolete",-1,1
"obstructive",-1,1
"obtains",1,1
"obverse",0,1
"obviates",0,1
"occasional",0,1
"occasionally",0,1
"occupant",0,1
"oddities",-1,1
"oddity",-1,1
"offence.the",0,1
"offend",-1,1
"office.even",0,1
"office.the",0,1
"officer's",0,1
"officio",0,1
"offs",0,1
"offshore",0,1
"ofqual",0,1
"olympic",0,1
"ominous",-1,1
"omissions",-1,1
"omits",-1,1
"omnipotent",0,1
"on.the",0,1
"on.what",0,1
"oneself",0,1
"ongoing",0,1
"onions",0,1
"onslaught",0,1
"ontological",0,1
"onus",0,1
"oona",0,1
"opacity",0,1
"operating",0,1
"operational",0,1
"operationally",0,1
"operatives",0,1
"operators",0,1
"opportunism",-1,1
"opportunism.does",0,1
"opportunities.i",0,1
"opposites",0,1
"oppression",-1,1
"optimise",1,1
"optimist",1,1
"opting",0,1
"optional",0,1
"opts",0,1
"orally",0,1
"oratory",0,1
"ordinance",0,1
"ordinating",0,1
"origin",0,1
"originate",0,1
"originated",0,1
"origins",0,1
"orpington",0,1
"orthodox",0,1
"orthopaedic",0,1
"orwell",0,1
"osborne",0,1
"other.how",0,1
"others.is",0,1
"otherwise.i",0,1
"otiose",0,1
"out.i",0,1
"outbreaks",0,1
"outcomes.i",0,1
"outdo",0,1
"outfits",0,1
"outgoing",1,1
"outrage",-1,1
"outraged",-1,1
"outreach",0,1
"outs",0,1
"outsourcing",0,1
"outstrips",0,1
"outvoted",0,1
"outweighed",0,1
"outwith",1,1
"oval",0,1
"overbearing",-1,1
"overcoming",0,1
"overcomplicated",0,1
"overheads",0,1
"overlap",0,1
"overlaying",0,1
"overlook",-1,1
"overlooks",-1,1
"overridden",0,1
"overrides",0,1
"overruling",0,1
"oversized",-1,1
"oversupply",0,1
"overtaken",0,1
"overtime",0,1
"overton",0,1
"overturned",-1,1
"overweening",0,1
"overwhelmingly",-1,1
"owned",0,1
"ownership.this",0,1
"oxfam",0,1
"oxygen",0,1
"pac",0,1
"pacifico",0,1
"packages",0,1
"packed",0,1
"packing",0,1
"packs",0,1
"pact.can",0,1
"pacts",0,1
"pad",0,1
"paddock",0,1
"paediatricians",0,1
"paedophiles",0,1
"pages",0,1
"pain",-1,1
"painful",-1,1
"painted",0,1
"painting",0,1
"pair",0,1
"pairs",0,1
"pakistan",0,1
"pakistanis",0,1
"palestinian",0,1
"palmerston",0,1
"palmerstonian",0,1
"pamby",0,1
"pamphlet",0,1
"pan",0,1
"panacea",0,1
"papers.what",0,1
"paradox",0,1
"paradoxes",0,1
"paragraphs",0,1
"paralysed",0,1
"parcel",0,1
"parenthesis",0,1
"parish",0,1
"parity",0,1
"parked",0,1
"parliament.the",0,1
"parochial",-1,1
"parris",0,1
"partial",0,1
"partially",0,1
"participant",0,1
"participating",0,1
"partick",0,1
"particularise",0,1
"parties.i",0,1
"parties.in",0,1
"parties.on",0,1
"parties.rose",0,1
"partington",0,1
"partisanship.this",0,1
"partnerships.they",1,1
"party.what",0,1
"passengers",0,1
"passions",1,1
"passporting",0,1
"patchwork",0,1
"patently",0,1
"patiently",1,1
"patroclus",0,1
"patten",0,1
"pattern",0,1
"patterns",0,1
"patting",0,1
"paul",0,1
"paul's",0,1
"pauline",0,1
"paulson",0,1
"pave",0,1
"paver",0,1
"payer",0,1
"payer's",0,1
"paymaster",0,1
"pcc",0,1
"pccs",0,1
"pdvn",0,1
"peacetime",1,1
"peckham",0,1
"pedantic",0,1
"pedigree",0,1
"peel",0,1
"peer's",0,1
"peers.indeed",0,1
"pejorative",0,1
"pembrokeshire",0,1
"penalised",0,1
"penalties",-1,1
"penetrating",0,1
"penetration",0,1
"penny",0,1
"pension.not",0,1
"pentland",0,1
"people.does",0,1
"people.drawing",0,1
"people.i",0,1
"people.is",0,1
"peoples",0,1
"perceived",0,1
"percentages",0,1
"peremptory",0,1
"perfectly.my",0,1
"performs",0,1
"periclean",0,1
"peril",-1,1
"period.a",0,1
"period.if",0,1
"peripatetic",0,1
"peripheral",0,1
"perish",-1,1
"permission",1,1
"permit",0,1
"pernicious",0,1
"perpetrated",0,1
"perpetrator's",0,1
"perpetrators",0,1
"perpetual",0,1
"perpetually",0,1
"perpetuating",0,1
"perpetuity",0,1
"perplexed",-1,1
"perps",0,1
"persecuted",-1,1
"persecuting",-1,1
"personalised",0,1
"personalities",0,1
"personation",0,1
"perspectives",0,1
"persuasion",0,1
"perth",0,1
"perthshire",0,1
"peterborough",0,1
"pettifogging",0,1
"petts",0,1
"phase",0,1
"phenomenon",0,1
"philadelphia",0,1
"philippa",0,1
"phillip",0,1
"phillips",0,1
"philosophy",0,1
"phipps",0,1
"photographs",0,1
"phrased",0,1
"phraseology",0,1
"phrases",0,1
"physicians",0,1
"physics",0,1
"picture.i",0,1
"pictures",0,1
"pie",0,1
"pigeon",0,1
"pikes",0,1
"piled",0,1
"pilots",0,1
"pinch",-1,1
"pinned",0,1
"pinochet",0,1
"pinochet.did",0,1
"pioneered",0,1
"pip",0,1
"pipeline",0,1
"pisa",0,1
"piste",0,1
"pit",0,1
"pitch",0,1
"pith",0,1
"pitsea",0,1
"place.my",0,1
"place's",0,1
"planted",0,1
"plates",0,1
"platonic",0,1
"plausible",1,1
"plausibly",1,1
"player",0,1
"plea",0,1
"plead",0,1
"pleading",0,1
"pleads",0,1
"pleasant",1,1
"pleasantries",1,1
"pledge",1,1
"plight",0,1
"ploughed",0,1
"ploughing",0,1
"plummeting",0,1
"plump",0,1
"pm",0,1
"poignant",1,1
"poignantly",1,1
"point.my",0,1
"point.rotherham.it",0,1
"poked",0,1
"policed",0,1
"policies.i",0,1
"policy.i",0,1
"policy.we",0,1
"polish",1,1
"politician",0,1
"politics.the",0,1
"polled",0,1
"ponder",0,1
"pools",0,1
"popping",0,1
"populism",0,1
"populist",0,1
"pork",0,1
"port",0,1
"portable",1,1
"portfolio",0,1
"portmanteau",0,1
"portray",0,1
"portugal",0,1
"poses",0,1
"position.rose",0,1
"positively",1,1
"possession",0,1
"postbags",0,1
"postcomm",0,1
"posted",0,1
"postponing",0,1
"posturing",0,1
"pot",0,1
"potent",1,1
"potholed",0,1
"pots",0,1
"poured",0,1
"power.my",0,1
"powerfully",1,1
"powers.but",0,1
"powys",0,1
"pr",0,1
"practise",0,1
"practised",0,1
"practising",0,1
"practitioners",0,1
"pragmatic",0,1
"pragmatism",0,1
"praised",1,1
"prayers",0,1
"praying",0,1
"precaution",1,1
"precede",0,1
"precedents",0,1
"preclude",0,1
"preconceived",0,1
"precursor",0,1
"predatory",-1,1
"predecessor.does",0,1
"predicament",0,1
"predicting",0,1
"predictions",0,1
"preface",0,1
"preferential",0,1
"preferring",0,1
"pregnant",0,1
"premeditated",0,1
"premises",0,1
"preoccupied",0,1
"prepayment",0,1
"preposterous",-1,1
"prerequisite",0,1
"presbyterian",0,1
"prescribed",0,1
"present.rose",0,1
"presentation",0,1
"presently",0,1
"preservation",0,1
"preside",0,1
"presidency",0,1
"presidential",0,1
"preston",0,1
"presumes",0,1
"presumptions",0,1
"presumptive",0,1
"pretending",0,1
"pretends",0,1
"prevail",0,1
"prevalent",0,1
"prevarication",0,1
"preventive",0,1
"preventively",0,1
"preyed",-1,1
"priced",0,1
"prides",1,1
"primacy",0,1
"primarily",0,1
"primarolo",0,1
"princes",0,1
"principle.i",1,1
"principle.if",1,1
"principle.we",1,1
"print",0,1
"printed",0,1
"priory",0,1
"prisoner's",-1,1
"privately",0,1
"privatising",0,1
"privileges",1,1
"prized",1,1
"proactive",1,1
"probing",0,1
"probity",0,1
"problem.does",0,1
"problem.the",0,1
"problem.they",0,1
"problems.i",0,1
"procedural",0,1
"proceeded",0,1
"process.i",0,1
"proclaiming",0,1
"proclaims",0,1
"procreation",0,1
"producers",0,1
"produces",0,1
"product.that",0,1
"productively",1,1
"products",0,1
"profess",0,1
"profession",0,1
"professionalism",1,1
"professions",0,1
"profile",0,1
"profitable",0,1
"profligacy",0,1
"profound",0,1
"progenitor",0,1
"programmed",0,1
"prohibition",-1,1
"projected",0,1
"projections",0,1
"prolific",1,1
"prolix",0,1
"prolonged",0,1
"prolongs",0,1
"promising",0,1
"promotes",0,1
"promoting",0,1
"prompt",1,1
"propagate",0,1
"prophetic",0,1
"proportions",0,1
"proposals.i",0,1
"proposals.is",0,1
"proposers",0,1
"propositions",0,1
"proprietors",0,1
"prorogue",0,1
"prosecuting",0,1
"prosecutor",0,1
"prospective",0,1
"prostitution",0,1
"protectionism",1,1
"protectionist",1,1
"protective",1,1
"protects",1,1
"protestations",-1,1
"protests",-1,1
"protracted",0,1
"proudly",1,1
"provided.i",0,1
"provider",0,1
"province",0,1
"provisional",0,1
"provocations",-1,1
"pseudo",0,1
"psychology",0,1
"pubic",0,1
"public.no",0,1
"public.with",0,1
"public's",0,1
"publicise",0,1
"publicising",0,1
"publicly",0,1
"publishing",0,1
"pulls",0,1
"pulmonary",0,1
"pumped",0,1
"punishes",-1,1
"punitively",0,1
"purchase",0,1
"purchasing",0,1
"pure",0,1
"purports",0,1
"pursuance",0,1
"pushers",0,1
"pushover",0,1
"putney",0,1
"putteridge",0,1
"puzzle",0,1
"puzzles",0,1
"pyramid",0,1
"qc",0,1
"qcs",0,1
"quadrupled",0,1
"quaintly",1,1
"quaked",0,1
"qualitative",0,1
"quantities",0,1
"quantum",0,1
"quarrying",0,1
"quashing",0,1
"quasi",0,1
"question.again",0,1
"question.i",0,1
"questionability",-1,1
"questionnaire",0,1
"queuing",0,1
"quietly",1,1
"quiz",0,1
"quota",0,1
"rabbit",0,1
"racism",-1,1
"racked",0,1
"raf",0,1
"raffarin",0,1
"rag",0,1
"raids",-1,1
"railroad",0,1
"rain",0,1
"rallies",0,1
"ramifications",0,1
"ramsay",0,1
"randomness",-1,1
"ranging",0,1
"rapidity",0,1
"rapporteur",0,1
"rat",-1,1
"ratchets",0,1
"rate.rose",0,1
"rateable",0,1
"ratification.that",0,1
"ratifying",0,1
"ratios",0,1
"rayleigh",0,1
"raymond",0,1
"reablement",0,1
"reaches",0,1
"reader",0,1
"readers",0,1
"readjust",0,1
"reaffirmation",1,1
"reagan",0,1
"realises",0,1
"realising",0,1
"realistically",0,1
"realm",0,1
"rear",0,1
"reasoning",0,1
"reasons.i",0,1
"reasserted",0,1
"reassurances",1,1
"rebalanced",0,1
"rebate",0,1
"rebranding",0,1
"rebuttal",-1,1
"recalcitrant",-1,1
"recalculated",0,1
"recalibrate",0,1
"recalibration",0,1
"receipt",0,1
"receives",0,1
"receptive",1,1
"recesses",0,1
"recession.does",0,1
"recipient",0,1
"recipients",0,1
"reciprocated",0,1
"reckless",-1,1
"reckon",0,1
"reckoning",0,1
"reckons",0,1
"recognise.the",0,1
"recollect",0,1
"recommitted",0,1
"reconcile",1,1
"reconciled",1,1
"reconciles",1,1
"reconstituted",0,1
"records",0,1
"recover",1,1
"recoverable",1,1
"recovering",1,1
"recovery.my",1,1
"recruit",0,1
"rectify",1,1
"recurrence",0,1
"recycled",0,1
"redact",0,1
"redacted",0,1
"redbridge",0,1
"redcar",0,1
"redding",0,1
"redistributed",0,1
"redistributionist",0,1
"redrafted",0,1
"redress",0,1
"redressing",0,1
"redruth",0,1
"reduces",0,1
"reductions.no",0,1
"rees",0,1
"references",0,1
"refined",0,1
"reflection",0,1
"reformation",0,1
"refresh",0,1
"refuges",0,1
"refuting",0,1
"regime's",0,1
"regionalise",0,1
"registering",0,1
"registrable",0,1
"registrations",0,1
"regretfully",-1,1
"regulation.the",0,1
"rehabilitation.effectively",0,1
"rehearsal",0,1
"reigate",0,1
"reined",0,1
"reinfeldt",0,1
"reinforced",1,1
"reinforces",1,1
"reinstated",1,1
"reinstating",1,1
"reinvigorate",0,1
"reissued",0,1
"reiterated",0,1
"rejecting",-1,1
"rejoicing",1,1
"rejoin",0,1
"relationship.as",0,1
"relax",1,1
"relegate",0,1
"relentlessly",0,1
"reliable",1,1
"reliably",1,1
"relied",0,1
"relieved",1,1
"relish",1,1
"relocating",0,1
"relocation",0,1
"reluctantly",-1,1
"remarks.on",0,1
"remedial",0,1
"remedied",0,1
"remembered",0,1
"remembering",0,1
"remembers",0,1
"reminder",0,1
"reminds",0,1
"reminiscent",0,1
"remiss",0,1
"remnant",0,1
"remoter",0,1
"remuneration",0,1
"rending",0,1
"renegotiated",0,1
"renegotiating",0,1
"renegotiation",0,1
"renegotiations",0,1
"renewables",0,1
"renewals",0,1
"renewing",0,1
"renews",0,1
"renovated",1,1
"renovating",1,1
"reorganised",0,1
"repair",1,1
"repairs",1,1
"repatriate",0,1
"repatriated",0,1
"repatriating",0,1
"repay",0,1
"repealed",-1,1
"replacement.i",0,1
"replying",0,1
"reporters",0,1
"represent.not",0,1
"repressed",-1,1
"reprise",0,1
"reprocessing",0,1
"repudiate",-1,1
"repudiates",-1,1
"repugnant",-1,1
"reputed",0,1
"requesting",0,1
"required.the",0,1
"rescued",1,1
"rescues",1,1
"researcher",0,1
"researchers",0,1
"resent",-1,1
"reservation",0,1
"reserve",0,1
"reserving",0,1
"reshuffled",0,1
"reside",0,1
"residency",0,1
"resign",-1,1
"resignations",-1,1
"resigned",-1,1
"resigns",-1,1
"resistance",0,1
"resolving",1,1
"resourcefulness",1,1
"resources.does",1,1
"resourcing",0,1
"respectable",1,1
"respectfully",1,1
"respite",0,1
"responsibly",1,1
"resting",0,1
"restoration",1,1
"restrained",0,1
"restraints",0,1
"rests",0,1
"resume",0,1
"resuscitation",0,1
"retain",0,1
"retard",-1,1
"reticence",0,1
"retire",0,1
"retrace",0,1
"retract",0,1
"retreat",-1,1
"returns",0,1
"returns.i",0,1
"revealed",0,1
"reversed.i",0,1
"reversing",0,1
"revert",-1,1
"review.however",0,1
"review's",0,1
"reviews.i",0,1
"revises",0,1
"revocation",0,1
"revoke",-1,1
"revoked",-1,1
"revokes",-1,1
"revolutionary",1,1
"rewarded",1,1
"rewards",1,1
"rewriting",0,1
"richer",1,1
"richmond",1,1
"ricin",0,1
"ridicule",-1,1
"riding",0,1
"rigged",0,1
"rights.does",0,1
"rigid",-1,1
"rings",0,1
"ringside",0,1
"ripon",0,1
"ripple",-1,1
"risks.the",-1,1
"river.yes",0,1
"riverside",0,1
"robbery",-1,1
"robbing",-1,1
"robbo",-1,1
"roberts",0,1
"robinho",0,1
"robinson",0,1
"rocking",0,1
"rod",0,1
"rodney's",0,1
"rods",0,1
"roma",0,1
"ron",0,1
"ronald",0,1
"roofs",0,1
"rooftops.twice",0,1
"ros",0,1
"rotherhithe",0,1
"rough",-1,1
"roulette",0,1
"round.i",0,1
"roundabout",0,1
"route.by",0,1
"routinely",0,1
"row",0,1
"royston",0,1
"royton",0,1
"rpi",0,1
"rugby",0,1
"ruin",-1,1
"ruined",-1,1
"rumour",0,1
"rump",0,1
"rumsfeld",0,1
"russell",0,1
"russian",0,1
"russians",0,1
"ruthless",-1,1
"rutland",0,1
"sabotage",-1,1
"saboteurs",0,1
"sacred",1,1
"sacrifice",0,1
"sacrificed",0,1
"sacrificing",0,1
"saddle",0,1
"safer",1,1
"safermedia",0,1
"said.the",0,1
"sail",0,1
"sailor",0,1
"sailors",0,1
"salute",1,1
"sample",0,1
"sample.i",0,1
"sandhill",0,1
"sandwich",0,1
"sanitary",1,1
"sanskrit",0,1
"santander",0,1
"sarkozy",0,1
"satanic",0,1
"satire",0,1
"satisfaction",1,1
"satisfies",1,1
"saudi",0,1
"savvy",1,1
"scandalous",-1,1
"scant",-1,1
"scare",-1,1
"scaring",-1,1
"scenarios",0,1
"scheduling",0,1
"schools.i",0,1
"scientifically",0,1
"sclerosis",0,1
"scolding",-1,1
"score",0,1
"scores",0,1
"scotch",0,1
"scotland.i",0,1
"scrape",-1,1
"scrapped",-1,1
"scratchcard",0,1
"scratched",0,1
"scrooge",0,1
"scruff",0,1
"scrutinised",0,1
"scrutiny.does",0,1
"scunthorpe",0,1
"scupper",0,1
"scythe",0,1
"se.the",0,1
"seaports",0,1
"seas",0,1
"secret.i",0,1
"sector.does",0,1
"sector.new",0,1
"secured",1,1
"securities",0,1
"securitisation",0,1
"sedley",0,1
"seduced",0,1
"seductive",1,1
"seductively",1,1
"see.i",0,1
"seekers",0,1
"selby",0,1
"selling",0,1
"selly",0,1
"semantics",0,1
"semblance",0,1
"semites",0,1
"semitism",0,1
"sends",0,1
"sense.many",0,1
"sensitivity",1,1
"sentences",0,1
"sentiment",0,1
"sentiments",0,1
"sentinel",0,1
"separated",0,1
"separates",0,1
"septembers",0,1
"serco",0,1
"serial",0,1
"seriousness",0,1
"serjeant",0,1
"serviceable",0,1
"serviceman",0,1
"servicemembers",0,1
"services.i",0,1
"services.it",0,1
"services.no",0,1
"sessional",0,1
"sessions",0,1
"settings",0,1
"settlements",0,1
"sexes",0,1
"shackles",0,1
"sham",-1,1
"shameless",-1,1
"shaped",0,1
"shareholder",0,1
"sharp",0,1
"shaw",0,1
"shed",0,1
"shelf",0,1
"shelter",0,1
"shelters",1,1
"shenanigans",0,1
"shepherds",0,1
"shepperton",0,1
"shipley",0,1
"shipped",0,1
"shire",0,1
"shoddy",-1,1
"shoe",0,1
"shoehorn",0,1
"shoes",0,1
"shooting",0,1
"shopkeepers",0,1
"shoplifting",0,1
"shoppers",0,1
"shops",0,1
"shoreham",0,1
"shortage",-1,1
"shortfall",-1,1
"shortfalls",0,1
"shortlist",0,1
"shot",0,1
"shots",0,1
"shouted",0,1
"shouting",0,1
"showcase",0,1
"shredded",0,1
"shrinking",0,1
"shrivel",-1,1
"shultz",0,1
